,source_model,source_model_file,target_model,target_model_file,batch_index,layer_index,layer_name,fool_method,with_ILA,fool_rate,acc_after_attack,original_acc
70,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,5.0,dense3,ifgsm,True,100.0,0.0,100.0
71,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,5.0,dense3,ifgsm,True,100.0,0.0,100.0
72,DenseNet121,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,6.0,trans3,ifgsm,True,100.0,0.0,100.0
73,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,6.0,trans3,ifgsm,True,100.0,0.0,100.0
74,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,6.0,trans3,ifgsm,True,100.0,0.0,100.0
75,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,6.0,trans3,ifgsm,True,100.0,0.0,100.0
76,DenseNet121,checkpoints/resnet18_epoch_347_acc_94.77.pth,ResNet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,7.0,dense4,ifgsm,True,100.0,0.0,100.0
77,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,DenseNet121,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,7.0,dense4,ifgsm,True,100.0,0.0,100.0
78,DenseNet121,checkpoints/googlenet_epoch_227_acc_94.86.pth,GoogLeNet,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,7.0,dense4,ifgsm,True,100.0,0.0,100.0
79,DenseNet121,checkpoints/senet18_epoch_279_acc_94.59.pth,SENet18,checkpoints/densenet121_epoch_315_acc_95.61.pth,1,7.0,dense4,ifgsm,True,100.0,0.0,100.0
